section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,azimuth [deg],elevation [deg]
670415cc-f529-4f73-9e0a-e043a80634d4,e64c5bfd-eb1a-449e-8f60-829524227765,1690222727164600591,703.691,573.412,1.0,1.0,,13.138195434267056,-1.216446972952293
670415cc-f529-4f73-9e0a-e043a80634d4,e64c5bfd-eb1a-449e-8f60-829524227765,1690222727168837591,703.726,573.429,1.0,1.0,,13.140881056960064,-1.2176827225191214
670415cc-f529-4f73-9e0a-e043a80634d4,e64c5bfd-eb1a-449e-8f60-829524227765,1690222727172662591,703.828,573.443,1.0,1.0,,13.148521441308096,-1.2187109029183063
670415cc-f529-4f73-9e0a-e043a80634d4,e64c5bfd-eb1a-449e-8f60-829524227765,1690222727176643591,703.886,573.22,1.0,1.0,,13.152867269338032,-1.2021302888805343
670415cc-f529-4f73-9e0a-e043a80634d4,e64c5bfd-eb1a-449e-8f60-829524227765,1690222727184700591,704.01,571.696,1.0,1.0,,13.16190817047877,-1.0884738045655302
670415cc-f529-4f73-9e0a-e043a80634d4,e64c5bfd-eb1a-449e-8f60-829524227765,1690222727188726591,704.209,571.085,1.0,1.0,,13.176724479523443,-1.0429165315618063
670415cc-f529-4f73-9e0a-e043a80634d4,e64c5bfd-eb1a-449e-8f60-829524227765,1690222727192731591,704.189,570.862,1.0,1.0,,13.175172024252351,-1.0262358675651015
670415cc-f529-4f73-9e0a-e043a80634d4,e64c5bfd-eb1a-449e-8f60-829524227765,1690222727196669591,703.91,570.697,1.0,1.0,,13.15419171238026,-1.014041112741796
670415cc-f529-4f73-9e0a-e043a80634d4,e64c5bfd-eb1a-449e-8f60-829524227765,1690222727204699591,703.837,565.982,1.0,1.0,,13.148166028663285,-0.6625241978310383
670415cc-f529-4f73-9e0a-e043a80634d4,e64c5bfd-eb1a-449e-8f60-829524227765,1690222727208713591,703.82,564.074,1.0,1.0,,13.1468075170797,-0.520280841120159
670415cc-f529-4f73-9e0a-e043a80634d4,e64c5bfd-eb1a-449e-8f60-829524227765,1690222727212717591,703.757,562.948,1.0,1.0,,13.141999981599172,-0.436360619402281
670415cc-f529-4f73-9e0a-e043a80634d4,e64c5bfd-eb1a-449e-8f60-829524227765,1690222727216676591,704.406,562.938,1.0,1.0,,13.19073453757778,-0.4355328962931232
670415cc-f529-4f73-9e0a-e043a80634d4,e64c5bfd-eb1a-449e-8f60-829524227765,1690222727224686591,704.446,563.22,1.0,1.0,,13.193757294486694,-0.4565593433542782
670415cc-f529-4f73-9e0a-e043a80634d4,e64c5bfd-eb1a-449e-8f60-829524227765,1690222727228675591,704.395,563.026,1.0,1.0,,13.189968113169218,-0.4420723878041648
670415cc-f529-4f73-9e0a-e043a80634d4,e64c5bfd-eb1a-449e-8f60-829524227765,1690222727232641591,704.367,562.965,1.0,1.0,,13.187802351484605,-0.4375478795927462
670415cc-f529-4f73-9e0a-e043a80634d4,e64c5bfd-eb1a-449e-8f60-829524227765,1690222727236721591,704.428,562.644,1.0,1.0,,13.192412237592285,-0.4136402522974147
670415cc-f529-4f73-9e0a-e043a80634d4,e64c5bfd-eb1a-449e-8f60-829524227765,1690222727244598591,704.526,562.947,1.0,1.0,,13.199743508304577,-0.436217308500409
670415cc-f529-4f73-9e0a-e043a80634d4,e64c5bfd-eb1a-449e-8f60-829524227765,1690222727248698591,704.511,563.024,1.0,1.0,,13.198668811515454,-0.4419790915839055
670415cc-f529-4f73-9e0a-e043a80634d4,e64c5bfd-eb1a-449e-8f60-829524227765,1690222727252652591,704.5,563.18,1.0,1.0,,13.197844978809652,-0.4535600106382459
670415cc-f529-4f73-9e0a-e043a80634d4,e64c5bfd-eb1a-449e-8f60-829524227765,1690222727256721591,704.502,562.872,1.0,1.0,,13.197962322707273,-0.4306503929921088
