gaze_x_norm,gaze_y_norm,x,y,z
0.2813147977941175,0.07212453703703692,99.8694387904098,-0.033473769849747384,390.0
0.28054457720588233,0.07059027777777782,99.8145915986295,-0.2278339326971548,390.0004477200838
0.27788373161764723,0.06154120370370375,99.29079438901051,-0.5368688561989099,390.0025495884968
0.27845772058823526,0.05615925925925924,98.34974649746928,-0.9372597267711017,390.0077101995764
0.2803345588235293,0.04858796296296286,97.03746957101212,-1.4065462418958505,390.0171280352622
0.28163005514705897,0.03726342592592591,95.39483868515879,-1.9219962068742844,390.0318235647834
0.2812058823529411,0.022890277777777968,93.46106113056314,-2.4566918462773675,390.0526483351268
0.2807054227941177,0.021169444444444574,91.27483374894703,-2.987271958038776,390.0802798228039
0.28089154411764694,0.021972685185185137,88.87285553300981,-3.5040270532659914,390.11522038838274
0.2802086397058823,0.026562037037036967,86.28912833412544,-4.0081994789156035,390.1578081077781
0.279553768382353,0.027155092592592522,83.5557868170932,-4.503807765927935,390.2082303052661
0.280415900735294,0.030795833333333356,80.70235597784614,-4.99405753158586,390.2665522824591
0.28293290441176455,0.03375416666666675,77.75402119749182,-5.482717296122751,390.3327582749397
0.2828074448529412,0.03570833333333345,74.73309405705368,-5.973729717872604,390.40675848412
0.2847035845588235,0.03696342592592594,71.66088962636925,-6.469167789726467,390.48838159905876
0.27984099264705886,0.03313425925925939,68.55940765152084,-6.967337158869571,390.57735868308515
0.2776144301470589,0.03181342592592595,65.45276359551471,-7.4626639703277595,390.67329750474005
0.270446231617647,0.031817592592592536,62.365741201364465,-7.950599461459585,390.77568708826755
0.2688092830882354,0.03437314814814818,59.321430726374395,-8.430562173120787,390.88393223082056
0.2683166360294118,0.03580046296296291,56.33715944661909,-8.904418479990634,390.9974588455908
0.26666681985294116,0.03676388888888882,53.42528163785339,-9.373732664276716,391.1157429534002
0.26415946691176484,0.03952777777777783,50.5976027759622,-9.839799634726129,391.2382312513192
0.26275873161764696,0.043910648148147935,47.86522657953358,-10.30599156851304,391.3643347955707
0.26304136029411773,0.04740324074074076,45.23632551157983,-10.777242456178904,391.4934884551424
0.26379779411764703,0.05140277777777791,42.715464146650476,-11.258127859131587,391.6251860471849
0.26443060661764695,0.05259074074074066,40.305030307355956,-11.751523833311984,391.7589605236685
0.2645491727941176,0.05218564814814819,38.006707491627765,-12.256948381880582,391.89435727411046
0.2669489889705883,0.05412222222222218,35.82089877003992,-12.77234677737804,392.0309510133456
0.2701139705882354,0.05645601851851856,33.74518693139572,-13.297577570567736,392.1683908304212
0.27130101102941184,0.05803472222222217,31.775962035865973,-13.833673905071837,392.30635911389805
0.27311764705882347,0.05890601851851862,29.91050614581323,-14.38071993796379,392.44450438631395
0.27784926470588234,0.06146851851851842,28.144701888824798,-14.938528425234757,392.58250949326634
0.2798993566176471,0.06288148148148154,26.472509177388588,-15.50754487937125,392.72012609444596
0.2855367647058824,0.06533981481481477,24.887431196441455,-16.088200694034853,392.85714577018166
0.28878170955882365,0.0690467592592594,23.382174948801165,-16.68167275827406,392.9934198860482
0.2903511029411765,0.07169629629629637,21.951174309236492,-17.28993219021983,393.12879291370706
0.2878832720588236,0.0719101851851851,20.593791356239947,-17.913035264196377,393.2630202317682
0.2892375919117647,0.07414629629629621,19.312136845409142,-18.549181855325177,393.3958449691123
0.29437775735294114,0.07416620370370364,18.10457646665482,-19.196572763681576,393.52721879435546
0.293802849264706,0.0743999999999998,16.966767284932175,-19.852646342710067,393.6572498669431
0.2920776654411763,0.07385833333333336,15.898528097535149,-20.513752127352934,393.7859023040431
0.2926861213235292,0.07417916666666668,14.901920054627709,-21.176029915232117,393.9130412270704
0.2905298713235296,0.07454953703703704,13.977976678901186,-21.836148951149102,394.0385444664661
0.28961580882352944,0.07266250000000007,13.128041492879518,-22.49036832172217,394.1622453580427
0.2936640625,0.07147407407407402,12.350746550774517,-23.13358082376361,394.2841001237353
