section id,recording id,timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [g],acceleration y [g],acceleration z [g],roll [deg],pitch [deg],yaw [deg],quaternion w,quaternion x,quaternion y,quaternion z
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913616142e+18,37.804878,18.841463,12.865854,-0.096252,-0.864075,0.154968,9.35555841807036,87.667416053428,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913616636e+18,37.07317,16.341463,13.597561,-0.093262,-0.861633,0.156006,9.48149779000391,87.4276005382582,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.6903091361713e+18,36.158539,13.963415,14.573171,-0.090881,-0.862244,0.150513,9.59484189377827,87.183533146677,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913617624e+18,35.182926,11.768293,15.0,-0.089905,-0.86499,0.14801,9.69695501435746,86.9348627426812,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913618118e+18,34.146343,9.695122,15.914635,-0.087524,-0.861694,0.141663,9.78828998373476,86.6813833705558,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913618612e+18,32.92683,7.743903,16.829269,-0.090637,-0.865662,0.14093,9.87176017924239,86.4224255392506,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913619106e+18,31.829269,6.036585,17.439024,-0.087708,-0.867432,0.14032,9.94565952737597,86.1582546673313,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.690309136196e+18,30.914635,4.329268,18.231709,-0.089539,-0.870544,0.141602,10.0123340454167,85.8900478775511,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913620094e+18,29.695122,2.5,18.658537,-0.093323,-0.869812,0.147644,10.0721336749863,85.6163242631383,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913620588e+18,28.902439,0.853659,19.024391,-0.099426,-0.875,0.152039,10.1268450193704,85.3392829057383,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913621082e+18,28.292683,-0.853659,19.207317,-0.099182,-0.872742,0.151672,10.1735087162313,85.0595209399924,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913621576e+18,27.439026,-2.560976,19.085367,-0.105652,-0.871155,0.153687,10.2152208316813,84.7761083687534,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.6903091362207e+18,26.463415,-4.573171,19.024391,-0.107239,-0.870239,0.159302,10.2480264398564,84.4882060501775,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913622564e+18,25.365854,-6.646342,19.329269,-0.114685,-0.869385,0.166199,10.2746771955489,84.1956663522043,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913623058e+18,24.085367,-8.963415,20.060976,-0.118347,-0.86853,0.178101,10.2922852996313,83.8975036960243,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913623552e+18,22.560976,-11.646341,20.792683,-0.123108,-0.870544,0.189575,10.2995110702228,83.5925910513591,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913624046e+18,20.914635,-14.695123,21.524391,-0.129883,-0.867432,0.20166,10.295977864047,83.2805408346643,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.6903091362454e+18,19.329269,-18.231709,21.95122,-0.139709,-0.869934,0.217285,10.2802754594898,82.9617778855164,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913625034e+18,17.865854,-22.134148,22.37805,-0.146545,-0.868896,0.232849,10.2495251090839,82.636781658503,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913625528e+18,16.463415,-26.341463,22.743902,-0.153198,-0.866699,0.248169,10.2023611197112,82.3058820490948,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913626022e+18,14.878049,-30.914635,22.987806,-0.159058,-0.862427,0.259277,10.1369517182068,81.9681621993954,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913626516e+18,13.353659,-36.097561,23.231709,-0.167114,-0.859741,0.269836,10.0514767033255,81.6241489403063,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.6903091362701e+18,11.402439,-41.585365,23.841463,-0.172668,-0.858582,0.28595,9.94348090249568,81.2716025504946,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913627504e+18,9.146341,-47.378052,24.756098,-0.188049,-0.865662,0.303833,9.81599544908619,80.9099240375076,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913627998e+18,6.829268,-53.841465,25.609756,-0.197754,-0.873962,0.32666,9.66296774178974,80.5382424728776,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913628492e+18,4.634146,-61.097561,25.853659,-0.209961,-0.885132,0.338562,9.48127359169402,80.1572418161189,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913628986e+18,2.743902,-68.658539,25.42683,-0.222839,-0.891235,0.346924,9.26995902917167,79.7684970367621,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.6903091362948e+18,1.097561,-76.585365,24.817074,-0.230164,-0.894165,0.351074,9.02506017638191,79.3726173619169,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913629974e+18,-0.548781,-84.451225,24.268293,-0.239319,-0.889648,0.35144,8.74896856104269,78.9700324503983,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913630468e+18,-1.646341,-92.5,24.146341,-0.247864,-0.885193,0.351074,8.44121600704122,78.5634110103044,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913630962e+18,-2.621951,-100.365852,23.841463,-0.25415,-0.878967,0.337036,8.1018201024086,78.1529385874321,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913631456e+18,-4.207317,-108.109756,23.536587,-0.253906,-0.870605,0.330872,7.72903548310495,77.7346744385441,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.6903091363195e+18,-5.243903,-115.36586,24.085367,-0.26239,-0.864441,0.32019,7.33008312234907,77.3123037851382,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913632444e+18,-6.097561,-122.317078,24.390244,-0.267517,-0.857727,0.307922,6.90491422313369,76.8860077163694,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913632938e+18,-6.890244,-129.024399,24.329269,-0.269226,-0.851562,0.293579,6.45278727689137,76.4552301615744,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913633432e+18,-7.195122,-135.304886,25.060976,-0.272522,-0.8479,0.277344,5.97711900009722,76.0221006249221,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913633926e+18,-7.560976,-141.036591,26.036587,-0.268127,-0.839355,0.266907,5.47855415566639,75.5850481153407,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.6903091363442e+18,-7.987805,-146.158539,26.707317,-0.264893,-0.83551,0.250427,4.9593375709018,75.1431867983752,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913634914e+18,-8.109756,-150.853668,27.621952,-0.266724,-0.836548,0.234924,4.42358844080607,74.6981044543844,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913635408e+18,-8.231708,-154.939026,28.597561,-0.264832,-0.8396,0.218628,3.87235181273718,74.2486158037722,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913635902e+18,-8.536586,-158.841461,29.512196,-0.257263,-0.83783,0.204346,3.3048897740176,73.7927879173528,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913636396e+18,-8.841464,-162.073181,30.304878,-0.25354,-0.846802,0.194397,2.72482076595091,73.3303977104187,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.6903091363689e+18,-8.780488,-165.121948,31.219513,-0.249878,-0.864319,0.181519,2.13198092076064,72.8623099307771,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913637384e+18,-8.902439,-167.86586,31.829269,-0.2453,-0.873047,0.170654,1.5287143713214,72.3877201505864,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913637878e+18,-8.963415,-169.939026,31.829269,-0.237,-0.882568,0.161804,0.915909216855141,71.9064298707935,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913638372e+18,-8.902439,-171.890244,32.012196,-0.231079,-0.887939,0.153015,0.296268433595714,71.4191616361391,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913638866e+18,-9.02439,-173.414642,31.95122,-0.224854,-0.895813,0.145996,-0.328685072331353,70.9248191791844,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.6903091363936e+18,-9.146341,-174.695129,31.646341,-0.217834,-0.909851,0.143555,-0.958633481843719,70.4231587397014,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913639854e+18,-8.902439,-175.609756,31.036587,-0.209961,-0.922791,0.137756,-1.59268411066074,69.9158895049124,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913640348e+18,-8.658537,-176.341461,29.87805,-0.200867,-0.92865,0.128967,-2.23078825770634,69.4032509605203,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913640842e+18,-8.47561,-176.707321,28.780489,-0.190674,-0.936157,0.117859,-2.87198142200887,68.8846151080205,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913641336e+18,-8.231708,-176.890244,27.134148,-0.183105,-0.946899,0.108643,-3.51528552033696,68.3609423222993,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.6903091364183e+18,-8.414635,-176.707321,25.243902,-0.175476,-0.958191,0.104187,-4.15890268903243,67.8305611914948,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913642324e+18,-8.414635,-176.341461,23.475611,-0.170959,-0.966125,0.100098,-4.80002177910285,67.2947262543166,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913642818e+18,-8.47561,-175.792694,21.341463,-0.157532,-0.962891,0.092102,-5.44184859816949,66.7527815587889,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913643312e+18,-8.536586,-174.939026,18.963415,-0.152161,-0.954163,0.080139,-6.08024261593906,66.205831305393,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913643806e+18,-8.47561,-173.780487,16.768293,-0.147705,-0.948547,0.07196,-6.71299723574745,65.6546553201337,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.690309136443e+18,-8.841464,-172.621948,14.939025,-0.140137,-0.941956,0.066345,-7.34042470392566,65.096646400799,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913644794e+18,-9.207317,-171.158539,13.109756,-0.132202,-0.937866,0.056519,-7.96226347253582,64.5317738261555,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913645288e+18,-9.573171,-169.268295,11.280488,-0.13031,-0.930542,0.042725,-8.57452516847019,63.9607776388693,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913645782e+18,-9.756098,-167.195129,9.573171,-0.123169,-0.919861,0.03772,-9.17701680677021,63.3846134139506,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913646276e+18,-9.756098,-165.0,8.414635,-0.116943,-0.913086,0.031738,-9.76817402820953,62.8036908731179,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.6903091364677e+18,-9.878049,-162.5,7.439024,-0.116516,-0.902649,0.023682,-10.34391935597,62.2179801248835,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913647264e+18,-10.121951,-159.939026,6.829268,-0.107849,-0.893433,0.018127,-10.906653245183,61.625967787599,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913647758e+18,-10.731708,-157.073181,6.768293,-0.103455,-0.884583,0.009094,-11.4526238946106,61.0256535620183,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913648252e+18,-10.792684,-154.146347,6.829268,-0.101868,-0.884155,0.005005,-11.9795668328826,60.4202241834722,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913648746e+18,-10.97561,-150.914642,7.012195,-0.092651,-0.88092,-0.000854,-12.4896500151479,59.8086458462436,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.6903091364924e+18,-11.158537,-147.378052,7.317073,-0.087952,-0.876343,-0.003845,-12.9786056650929,59.1918241086374,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913649734e+18,-11.158537,-143.902435,7.987805,-0.083679,-0.87439,-0.011169,-13.4466981466711,58.570114549378,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913650228e+18,-11.52439,-140.243912,8.719512,-0.073486,-0.875793,-0.008484,-13.8937513639404,57.9421860463332,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913650722e+18,-11.341464,-136.585373,9.329268,-0.068054,-0.882202,-0.00354,-14.317524617332,57.3118217395875,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913651216e+18,-10.97561,-132.804886,10.060976,-0.062073,-0.88269,-0.00415,-14.7185276283035,56.6799252122551,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.6903091365171e+18,-10.54878,-128.963425,10.304878,-0.056152,-0.885559,-0.008423,-15.0988374225126,56.047846404218,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913652204e+18,-10.243902,-125.243904,10.670732,-0.052673,-0.886658,-0.014771,-15.4580935159022,55.4151390512862,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913652698e+18,-10.060976,-121.097565,10.97561,-0.045105,-0.886841,-0.013245,-15.7949183378994,54.7824408447001,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913653192e+18,-9.573171,-117.073174,11.097561,-0.041626,-0.890137,-0.010986,-16.1084992250413,54.1522851354845,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913653686e+18,-9.207317,-113.170731,11.402439,-0.036804,-0.892761,-0.005554,-16.39882283443,53.5242457556379,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.6903091365418e+18,-8.841464,-109.207321,11.707317,-0.030884,-0.892639,-0.002197,-16.6668220806773,52.8986889573667,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913654674e+18,-8.353659,-105.487808,12.012196,-0.03064,-0.895813,0.00592,-16.9098293278633,52.2772432311278,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913655168e+18,-7.743903,-101.646347,11.829268,-0.030823,-0.901733,0.009949,-17.129991764105,51.6617910998027,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913655662e+18,-7.195122,-97.926834,11.52439,-0.026428,-0.901367,0.008911,-17.3318391078756,51.0517608888605,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913656156e+18,-6.707317,-94.329269,11.280488,-0.028015,-0.903015,0.007874,-17.5132236330931,50.4475515662829,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.6903091365665e+18,-6.463415,-90.914635,11.280488,-0.022888,-0.901978,0.01001,-17.6765961234307,49.8473617929784,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913657144e+18,-6.280488,-87.560974,11.036586,-0.026123,-0.907593,0.014343,-17.8188135133024,49.252639377041,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913657638e+18,-5.609756,-84.390244,10.365854,-0.027222,-0.91217,0.025696,-17.9412058768151,48.6672216826703,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913658132e+18,-5.182927,-81.402443,9.878049,-0.027405,-0.91571,0.036926,-18.0445501303232,48.0897030597143,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913658626e+18,-5.243903,-78.780487,9.573171,-0.030701,-0.913086,0.041138,-18.1303096066433,47.51688420776,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.6903091365912e+18,-5.609756,-76.097565,8.780488,-0.02771,-0.919067,0.035583,-18.2062577620402,46.9465003385073,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913659614e+18,-6.036585,-73.963417,8.597561,-0.026672,-0.916565,0.047424,-18.2660652758558,46.37899234408,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913660108e+18,-5.670732,-71.646339,8.292683,-0.028931,-0.910339,0.05481,-18.3093337902428,45.8190946638112,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913660602e+18,-5.0,-69.451218,6.890244,-0.025757,-0.909058,0.053101,-18.3461557019375,45.2681758531303,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913661096e+18,-4.878049,-67.378052,5.731708,-0.021362,-0.910095,0.05426,-18.3761274971899,44.7232277684959,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.6903091366159e+18,-4.817073,-65.243904,5.0,-0.023071,-0.909973,0.053223,-18.3956052910355,44.1840630875394,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913662084e+18,-4.695122,-63.292683,4.512195,-0.021423,-0.904602,0.050171,-18.4067112719465,43.6497077276868,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913662578e+18,-4.756098,-61.219513,4.085366,-0.022278,-0.907654,0.051941,-18.4064660288448,43.120492624153,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913663072e+18,-4.695122,-59.329269,3.963415,-0.020386,-0.902527,0.057922,-18.3941758874319,42.5967493153699,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913663566e+18,-4.939024,-57.68293,4.085366,-0.025391,-0.904053,0.062622,-18.367285997101,42.0772167361972,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.6903091366406e+18,-5.54878,-56.097561,3.902439,-0.02771,-0.903748,0.067017,-18.3285808819358,41.5602584304313,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913664554e+18,-5.670732,-54.7561,3.658537,-0.032959,-0.903809,0.072815,-18.2773341436623,41.0489560799902,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913665048e+18,-5.243903,-53.597561,3.292683,-0.034607,-0.903381,0.079651,-18.2160172351504,40.5456858597157,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913665542e+18,-5.182927,-52.743904,3.04878,-0.035217,-0.902893,0.086609,-18.1456886115204,40.0479488499599,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913666036e+18,-5.426829,-52.012196,3.170732,-0.036743,-0.901184,0.096252,-18.0638451765808,39.5545110026121,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.6903091366653e+18,-5.97561,-51.585365,3.536585,-0.038757,-0.899475,0.101074,-17.9721858428821,39.062254962133,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913667024e+18,-6.52439,-51.341465,3.780488,-0.037048,-0.896179,0.10614,-17.8732588268103,38.5705271764438,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913667518e+18,-6.463415,-51.219513,3.719512,-0.037781,-0.896545,0.108032,-17.7690012259188,38.0823111792018,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913668012e+18,-6.219512,-51.158539,3.353659,-0.039673,-0.89502,0.108826,-17.6605980799462,37.5989673166692,,,,,
95561e95-0dc0-494c-bb73-6d0b1523d204,faca2019-b23e-4a86-8be0-84c5b773effa,1.69030913668506e+18,-5.97561,-51.158539,2.865854,-0.037109,-0.893494,0.110413,-17.5505078985057,37.1197564071007,,,,,
