gaze_x_norm,gaze_y_norm,x,y,z
0.4139039522058825,-0.21148518518518522,-225.19209725573594,0.09815253873844387,390.0
0.41105330882352953,-0.19794907407407403,-225.90544473674788,0.45528338379337163,390.00010479705077
0.2883699448529411,-0.2071412037037037,-227.20015433878808,1.0969788899033865,390.0009687899292
0.10206939338235288,-0.29790787037037036,-228.7959857648231,2.011395503653698,390.0040279909231
-0.08140211397058827,-0.25816111111111106,-230.33138819070393,3.214768447971105,390.0111767860152
-0.16648575367647056,-0.30302824074074075,-231.50377164438774,4.678991566767712,390.0242191256767
-0.4204738051470588,-0.28789861111111115,-232.06014349546945,6.370102924174083,390.04436489968685
-0.5834016544117646,-0.23957361111111108,-231.7112936555156,8.227376746487646,390.0714425486798
-0.5715955882352941,-0.21612037037037035,-230.29578029189017,10.15178972460238,390.10380260492326
-0.4344802389705883,-0.2087472222222222,-227.94909333583814,12.073477801072137,390.1400361144114
-0.3467688419117647,-0.19927916666666667,-224.99117637847735,13.959794604864802,390.18055853338075
-0.25613143382352943,-0.17208055555555557,-221.74765764397836,15.782416950218817,390.22793589457353
-0.189016544117647,-0.16910370370370365,-218.5008055777514,17.51194485792567,390.2869851046236
-0.15916865808823533,-0.16274351851851854,-215.48166040103143,19.13580089934249,390.36470153996265
-0.1104641544117646,-0.14200046296296298,-212.87043724996215,20.644668284391166,390.4692415490543
-0.042786305147058834,-0.13712546296296302,-210.84250450209828,22.02271949995815,390.60856536328754
0.07890073529411779,-0.15047638888888892,-209.60735547329006,23.27202031523996,390.78885067409226
0.14065073529411776,-0.16559212962962966,-209.38146001939242,24.419515556546056,391.0114983564262
0.2035965073529411,-0.18654212962962968,-210.32301504628126,25.50256754592473,391.2699417196203
0.2518676470588235,-0.1958333333333333,-212.53079677321466,26.555975246339237,391.54764087248515
0.2804728860294119,-0.19610370370370378,-216.05833599966232,27.59887178299219,391.81678324555287
0.3051222426470588,-0.2031560185185185,-220.9113205937163,28.637337562547653,392.0388584512251
0.3325606617647059,-0.20372916666666674,-227.0661921088034,29.674715056155637,392.166102265674
0.35832950367647065,-0.19989351851851855,-234.48385891194118,30.707531842727303,392.1426169226185
0.387084099264706,-0.19946805555555558,-243.1126065192543,31.725757114827807,391.90613949213144
0.3956897977941176,-0.20077731481481487,-252.88187242316042,32.72144484588228,391.3913445985901
0.41084742647058814,-0.20072222222222225,-263.698382102945,33.68968164526767,390.5335547008833
0.4367794117647057,-0.18876296296296302,-275.4652744777603,34.62017761589793,389.2693040771328
0.4001084558823529,-0.14544398148148152,-288.0661243439664,35.478004079447906,387.5398568165629
0.4623483455882351,-0.002861574074074058,-301.37702294033363,36.1518118608032,385.289203761725
0.20544898897058816,0.0576592592592593,-315.1922610620561,36.47366715271207,382.4829208265642
-0.008527573529411803,-0.024860648148148146,-329.096483169938,36.39005580584283,379.16125202577007
-0.24881663602941173,-0.039491203703703626,-342.60254121757896,35.993784872200926,375.4348942802499
-0.5089494485294117,-0.012443981481481403,-355.26942138566983,35.354248147899746,371.4533346813003
