gaze_x_norm,gaze_y_norm,x,y,z
-0.10355790441176471,0.09555925925925912,250.04806233219384,-0.044350075340021826,390.0
-0.10099999999999998,0.0765962962962965,250.71388876549173,-0.24785405018274442,389.99939399658894
-0.09726930147058821,0.06143148148148159,251.5468642678049,-0.5777909205090221,389.9972691744516
-0.10788097426470589,0.05623194444444457,252.52898736067593,-0.9948937528361167,389.9930580412976
-0.11497564338235289,0.05358425925925925,253.65425833434531,-1.475347436690617,389.98624167158454
-0.1212362132352941,0.05924027777777763,254.91949839670556,-2.008108814310651,389.9763285812296
-0.12088832720588238,0.05945972222222218,256.31569726530745,-2.5893139572944777,389.9628994125726
-0.1121557904411764,0.05775555555555556,257.8237391149839,-3.213218236996597,389.9456803295191
-0.11054503676470595,0.06012638888888899,259.4183485217423,-3.8721247639643743,389.9245626229334
-0.11387270220588241,0.05549537037037022,261.0813279203601,-4.55870807684748,389.8994894202434
-0.12203079044117648,0.05251296296296282,262.8060309694608,-5.262591565723677,389.87035808668094
-0.11829044117647058,0.0496537037037037,264.587346918373,-5.972926707156758,389.83708020371193
-0.11248207720588232,0.05154259259259253,266.4105344158944,-6.683246141342302,389.7997260443916
-0.11214935661764702,0.05134907407407385,268.257083055889,-7.391447178594873,389.7584859999488
-0.11277251838235292,0.05336111111111119,270.11467810358977,-8.097133276920008,389.71352522751334
-0.11112775735294123,0.05520185185185178,271.9744949121758,-8.801127103731883,389.66499443250314
-0.1115229779411765,0.05505925925925914,273.8278012538993,-9.504178512230647,389.6130766740964
-0.11120404411764706,0.054387037037036956,275.66735013052744,-10.204685322339797,389.5579590358326
-0.10955698529411761,0.05324120370370378,277.4866384262282,-10.899365187488481,389.4998308598788
-0.1084480698529412,0.05264398148148164,279.27894445145796,-11.584652377742957,389.43889308786703
-0.10702849264705883,0.05218981481481477,281.0383176460564,-12.257639908594774,389.37533597638645
-0.10383409926470588,0.05381342592592597,282.7587150086513,-12.917087137247405,389.30936404841793
-0.10324724264705876,0.05326111111111098,284.43409017492326,-13.562820717145723,389.24121313446966
-0.10556295955882344,0.05021620370370372,286.0618112647344,-14.192394148332973,389.17108108813153
-0.10481204044117642,0.04990555555555565,287.6418861480894,-14.80156317403468,389.0991332350981
-0.10484880514705885,0.050408333333333166,289.1731546218561,-15.388357691396177,389.02558540198027
-0.1074921875,0.05001435185185188,290.65513068628627,-15.952643842431195,388.95065463199006
-0.10800643382352937,0.04568842592592581,292.08928641579803,-16.491935500430912,388.8745257521304
-0.10553262867647051,0.04055324074074096,293.4749592158694,-16.99951128961635,388.7974693993294
-0.10601470588235296,0.03907037037037031,294.8094171279659,-17.468624867688842,388.7198252363603
-0.10776654411764708,0.03796712962962956,296.0925639769547,-17.896776441660872,388.6418220882418
-0.10756112132352946,0.03977314814814803,297.32651420415175,-18.28559209882512,388.56355989481955
-0.10774310661764708,0.0377439814814815,298.51265996089904,-18.638135114925515,388.4851070362405
-0.10827757352941181,0.036104166666666826,299.6522258906148,-18.955554888567175,388.4065137546992
-0.10848207720588232,0.03543888888888902,300.74679760724604,-19.23815125469164,388.32782174936517
-0.10833915441176478,0.034955092592592774,301.7975027246257,-19.487371558238646,388.2491093346347
-0.10880698529411759,0.0335185185185185,302.80522657327765,-19.704604490884538,388.1704874935148
